id_colaborador,nome,sexo,idade,estado_civil,escolaridade,cidade,estado,regional,centro_distribuicao,departamento,cargo,gestor,data_admissao,tempo_empresa,salario,tipo_contrato,modelo_trabalho,pcd,status,turnover,motivo_desligamento,faltas,absenteismo,dias_afastamento,tipo_afastamento,horas_extras,banco_horas,sla_recrutamento,nota_desempenho,engajamento,horas_treinamento,promovido,ferias_pendentes
307,Luiz Gustavo Nogueira,Feminino,22,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Operações,Conferente,Sr. Ravi Sampaio,2018-05-14,"8,1",2949,CLT,Presencial,Sim,Inativo,Sim,Fim de Contrato,2,"2,04",15,Licença Médica,23,21,37,"3,7",83,28,Não,10
308,Emilly Carvalho,Feminino,27,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Operações,Conferente,Raul Andrade,2021-07-18,5,3048,CLT,Presencial,Não,Ativo,Não,,2,"0,48",0,,13,-12,29,3,91,18,Não,3
309,Guilherme Aparecida,Feminino,33,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Operações,Auxiliar Operacional,Asafe Dias,2018-06-23,8,2270,CLT,Presencial,Não,Ativo,Não,,1,"1,59",15,Licença Médica,40,-13,42,3,64,1,Não,29
310,Théo Gonçalves,Masculino,36,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Conferente,Olívia da Cunha,2022-12-27,"3,5",3032,CLT,Presencial,Não,Ativo,Não,,2,"1,12",0,,9,20,32,"3,2",63,6,Não,23
311,Gabriel da Paz,Masculino,35,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Operações,Auxiliar Operacional,Sr. Lucas da Mata,2026-02-05,"0,4",2419,CLT,Presencial,Não,Ativo,Não,,1,"0,96",10,Licença Médica,5,-5,60,"2,9",80,39,Não,5
312,Léo Lopes,Masculino,45,Divorciado,Pós,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Motorista,Maysa Gomes,2018-04-29,"8,2",3179,CLT,Presencial,Não,Ativo,Não,,1,"2,11",0,,9,-8,10,"3,1",64,4,Não,15
313,Sr. Theo Sales,Feminino,18,Casado,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Supervisor,Maria Eduarda Moreira,2020-02-28,"6,3",7521,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,0,"3,54",2,INSS,44,10,26,"2,6",59,10,Não,19
314,Bryan Siqueira,Feminino,30,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,RH,Analista,Anna Liz Lopes,2024-10-08,"1,7",6280,CLT,Presencial,Não,Ativo,Não,,2,"2,98",0,,35,-2,56,"4,3",81,37,Não,26
315,Emilly Nogueira,Feminino,31,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Last Mile,Coordenador,Lorenzo Caldeira,2021-04-23,"5,2",13755,CLT,Híbrido,Não,Ativo,Não,,1,"4,58",10,Licença Médica,20,8,20,"3,7",59,15,Não,29
316,Luan Ribeiro,Masculino,40,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Jurídico,Analista,Leandro Machado,2020-09-30,"5,8",5167,CLT,Presencial,Não,Ativo,Não,,1,"3,37",0,,25,38,50,"3,1",64,1,Não,5
317,Mariane Cavalcante,Masculino,35,Casado,Pós,Curitiba,PR,Sul,CD Curitiba,Operações,Conferente,Sra. Marcela Machado,2022-10-04,"3,7",2473,CLT,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,0,"4,72",10,Licença Médica,40,19,51,"3,2",60,17,Não,29
318,Luiz Gustavo Pimenta,Feminino,38,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Auxiliar Operacional,Kamilly Porto,2023-07-22,"2,9",2576,CLT,Híbrido,Não,Ativo,Não,,3,"4,48",10,Licença Médica,27,17,56,"3,7",79,29,Não,11
319,Breno Rios,Masculino,41,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Comercial,Supervisor,Maria Luiza Fonseca,2017-03-11,"9,3",9873,CLT,Híbrido,Não,Ativo,Não,,2,"2,8",2,Licença Médica,19,1,22,4,80,8,Não,0
320,Eduarda Alves,Masculino,30,Casado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Centro de Distribuição,Supervisor,Pedro Lucas Andrade,2017-06-28,9,9110,CLT,Presencial,Não,Ativo,Não,,7,"1,73",2,Acidente,16,-6,51,"3,8",88,37,Não,13
321,Bernardo da Costa,Masculino,36,Divorciado,Superior,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Conferente,Maria Clara Fonseca,2020-05-29,"6,1",3065,CLT,Presencial,Sim,Ativo,Não,,4,"3,78",0,,28,-18,47,"3,6",58,13,Não,3
322,Ana Beatriz Pereira,Masculino,48,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Auxiliar Operacional,Rael Freitas,2023-03-11,"3,3",2010,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,2,"3,73",0,,9,-19,32,"2,5",63,22,Não,26
323,Dr. Breno Oliveira,Feminino,33,Solteiro,MBA,Recife,PE,Nordeste,CD Recife,Comercial,Assistente,Vinícius Fonseca,2018-07-12,8,3216,CLT,Presencial,Não,Ativo,Não,,2,"4,42",0,,26,-10,21,"2,8",100,17,Não,29
324,Luara Rezende,Masculino,34,Divorciado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Centro de Distribuição,Auxiliar Operacional,Josué Camargo,2023-01-28,"3,4",2382,CLT,Presencial,Não,Ativo,Não,,3,"2,57",15,Licença Médica,11,4,25,5,57,14,Sim,25
325,Francisco Monteiro,Feminino,30,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Operações,Conferente,Maria Julia Novais,2024-10-28,"1,7",2646,CLT,Presencial,Não,Ativo,Não,,3,"3,02",0,,46,11,24,"3,2",61,12,Não,27
326,João Vasconcelos,Feminino,32,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Supervisor,Pietro Cunha,2020-11-07,"5,6",10300,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,1,"0,6",2,Licença Médica,23,32,23,"3,4",94,9,Não,21
327,Laura Sales,Masculino,37,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Supervisor,Gabriela Campos,2024-07-26,"1,9",9379,CLT,Presencial,Não,Ativo,Não,,2,"3,92",10,Licença Médica,40,23,31,3,67,23,Não,18
328,Brayan Machado,Feminino,46,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Conferente,Pedro Miguel Borges,2020-03-31,"6,3",2946,CLT,Presencial,Não,Ativo,Não,,0,"1,58",15,INSS,21,-18,44,"2,6",100,32,Não,20
329,Luiza Rios,Masculino,44,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,RH,Gerente,Sr. Yan Nogueira,2020-02-12,"6,4",17481,CLT,Presencial,Não,Ativo,Não,,2,"5,01",5,Licença Médica,56,13,47,"3,5",59,25,Não,17
330,Kaique Castro,Feminino,44,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Last Mile,Coordenador,Dra. Emanuella Vieira,2019-01-01,"7,5",14756,Aprendiz,Presencial,Não,Ativo,Não,,1,"1,02",5,Acidente,31,23,54,"3,1",68,28,Não,3
331,Sr. Davi Costa,Masculino,46,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Operações,Supervisor,Isaac Vieira,2024-09-17,"1,8",10574,CLT,Presencial,Não,Ativo,Não,,2,"2,08",0,,1,18,19,"2,1",32,37,Não,13
332,Amanda Fonseca,Masculino,38,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Atendimento,Supervisor,Maria Eduarda Martins,2019-07-08,7,10856,Temporário,Híbrido,Não,Ativo,Não,,1,"5,65",15,INSS,54,24,35,"2,8",80,21,Não,27
333,Caroline Pimenta,Masculino,32,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Tecnologia,Analista,Benício das Neves,2020-07-06,6,4941,CLT,Híbrido,Não,Ativo,Não,,0,"4,41",15,INSS,45,15,59,2,85,23,Não,26
334,Pietra Moura,Masculino,39,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Financeiro,Analista,Maria Luísa Oliveira,2022-01-23,"4,4",6091,CLT,Presencial,Não,Ativo,Não,,1,"2,94",0,,14,33,15,"3,1",71,12,Não,21
335,Davi Lucas Dias,Feminino,27,Casado,MBA,Recife,PE,Nordeste,CD Recife,RH,Analista,Ana Sophia Machado,2020-09-06,"5,8",4537,CLT,Presencial,Não,Ativo,Não,,6,"2,48",5,INSS,26,3,15,"1,8",97,24,Não,0
336,Stella Ferreira,Feminino,22,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Conferente,Yuri Porto,2026-03-03,"0,3",2643,CLT,Presencial,Não,Ativo,Não,,1,"2,05",0,,48,25,51,"3,9",85,14,Não,0
337,Emilly Vargas,Feminino,51,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Transporte,Supervisor,Pedro Montenegro,2016-08-17,"9,9",9121,CLT,Presencial,Não,Ativo,Não,,2,"1,89",0,,23,14,55,"4,5",73,20,Não,9
338,Davi Moreira,Masculino,48,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,RH,Gerente,Kevin Cavalcante,2023-11-07,"2,6",23957,CLT,Presencial,Não,Ativo,Não,,1,"5,35",0,,54,37,26,"3,1",87,25,Não,21
339,Lorenzo Santos,Masculino,23,Divorciado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Coordenador,Luiz Felipe Moreira,2017-10-29,"8,7",13411,CLT,Presencial,Não,Ativo,Não,,1,"0,63",5,Licença Médica,0,9,22,"4,5",78,18,Sim,6
340,Bruno da Cunha,Masculino,29,Casado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Operações,Auxiliar Operacional,Yuri da Mota,2017-09-07,"8,8",2025,CLT,Presencial,Não,Ativo,Não,,1,"2,74",0,,21,5,15,"3,5",54,8,Não,17
341,Kevin Pimenta,Masculino,33,Solteiro,Técnico,Salvador,BA,Nordeste,CD Salvador,Last Mile,Coordenador,Ayla Montenegro,2021-03-24,"5,3",11051,CLT,Presencial,Não,Ativo,Não,,0,"2,62",0,,4,-11,49,5,64,14,Não,4
342,Eloá Pastor,Feminino,26,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Operações,Auxiliar Operacional,Daniela Cavalcante,2018-12-10,"7,6",2470,CLT,Presencial,Não,Ativo,Não,,1,"2,79",15,INSS,52,40,38,"2,9",83,25,Não,3
343,Maitê Nunes,Masculino,35,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Conferente,Arthur Barros,2022-09-30,"3,8",2799,CLT,Presencial,Não,Ativo,Não,,6,"3,39",2,Licença Médica,21,23,25,"3,6",62,32,Não,12
344,João Rezende,Masculino,50,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Comercial,Gerente,Oliver Pinto,2019-08-23,"6,9",22672,CLT,Presencial,Não,Ativo,Não,,1,"1,94",15,Acidente,37,2,54,"3,8",83,31,Não,12
345,Ana Monteiro,Masculino,30,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Motorista,Ísis da Rocha,2020-05-23,"6,1",3920,CLT,Presencial,Não,Ativo,Não,,2,"5,34",10,Licença Médica,55,-16,47,"3,3",65,33,Não,25
346,Liz Mendes,Feminino,37,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Atendimento,Supervisor,Nathan da Rosa,2023-01-03,"3,5",7011,CLT,Presencial,Não,Ativo,Não,,6,"1,26",5,Acidente,25,-12,22,"3,4",64,1,Não,6
347,Ana Sophia Sales,Feminino,25,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Operações,Auxiliar Operacional,Emanuel Macedo,2026-01-20,"0,4",2157,CLT,Presencial,Não,Ativo,Não,,2,"3,36",5,Acidente,46,-17,39,"2,4",54,19,Não,2
348,Rafaela Martins,Masculino,21,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Conferente,Luigi Pereira,2017-03-15,"9,3",2309,CLT,Presencial,Não,Ativo,Não,,3,"3,29",0,,35,17,31,"3,9",77,33,Não,18
349,Levi Silva,Feminino,47,Casado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Atendimento,Analista,Dr. Murilo Cardoso,2024-06-08,"2,1",5531,CLT,Presencial,Não,Ativo,Não,,2,"4,48",2,Licença Médica,15,-5,27,"3,7",65,17,Não,0
350,Sr. Liam da Costa,Masculino,45,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Jurídico,Analista,Camila da Mata,2017-01-21,"9,4",5246,CLT,Presencial,Não,Ativo,Não,,1,"2,7",0,,57,8,25,"3,3",60,11,Não,16
351,Isadora Casa Grande,Masculino,25,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Atendimento,Supervisor,Benicio da Rocha,2025-02-22,"1,4",10100,CLT,Presencial,Não,Ativo,Não,,3,"1,48",0,,7,9,59,"3,6",92,22,Não,26
352,Mariah da Cruz,Masculino,34,Casado,Superior,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Luan Oliveira,2017-07-06,9,2077,CLT,Presencial,Não,Ativo,Não,,4,"1,67",0,,33,38,16,"2,9",62,22,Não,23
353,Sra. Esther Teixeira,Feminino,48,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Financeiro,Assistente,Theo Moraes,2017-06-25,9,4023,CLT,Presencial,Não,Ativo,Não,,2,"2,16",0,,8,2,49,"3,5",69,2,Não,2
354,Sara das Neves,Feminino,42,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Centro de Distribuição,Supervisor,Alícia Borges,2025-01-16,"1,5",8170,CLT,Presencial,Não,Ativo,Não,,3,"2,28",0,,2,-8,42,"3,3",69,4,Não,4
355,Sofia Marques,Masculino,23,Casado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Operações,Supervisor,Henrique Pacheco,2021-11-21,"4,6",9212,CLT,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,1,"1,38",0,,3,39,28,"4,1",67,0,Não,7
356,Sr. Benicio da Paz,Feminino,24,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Auxiliar Operacional,Olivia da Paz,2023-02-12,"3,4",2235,CLT,Presencial,Não,Ativo,Não,,2,"3,04",0,,37,23,46,"2,7",76,25,Não,30
357,Alexia Caldeira,Feminino,27,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Transporte,Analista,Catarina da Luz,2020-01-13,"6,5",5091,CLT,Presencial,Não,Ativo,Não,,3,"4,38",10,Licença Médica,24,34,60,"3,2",85,12,Não,14
358,Sra. Maria Luiza Fonseca,Masculino,47,Casado,Pós,Recife,PE,Nordeste,CD Recife,Transporte,Analista,Murilo Aragão,2018-11-11,"7,6",5209,CLT,Presencial,Sim,Ativo,Não,,4,"2,55",0,,0,-20,28,"3,4",83,32,Não,3
359,Evelyn Fonseca,Feminino,28,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Supervisor,Laura Barbosa,2023-08-18,"2,9",7797,CLT,Presencial,Não,Inativo,Sim,Pedido de Demissão,2,"1,97",0,,27,4,40,"2,8",70,36,Não,26
360,Sofia Machado,Feminino,45,Divorciado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Auxiliar Operacional,Lara Pinto,2017-03-20,"9,3",2020,CLT,Presencial,Não,Ativo,Não,,1,"1,07",15,Acidente,42,32,56,"3,7",77,0,Não,2
361,Bárbara Cardoso,Feminino,43,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Centro de Distribuição,Conferente,Matteo Freitas,2019-11-25,"6,6",2857,CLT,Presencial,Não,Ativo,Não,,3,"0,69",0,,13,-19,51,"3,1",80,12,Não,7
362,Dr. Diego Costa,Feminino,23,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Supervisor,Sophia Guerra,2018-06-08,"8,1",9538,CLT,Presencial,Não,Ativo,Não,,1,"1,23",0,,30,27,31,"3,9",58,3,Não,24
363,Ana Cecília Aparecida,Feminino,40,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Conferente,Davi Miguel Silva,2025-06-28,1,2440,CLT,Presencial,Não,Ativo,Não,,4,"4,01",10,Acidente,25,31,44,"3,4",73,32,Não,18
364,Dr. Valentim Marques,Feminino,44,Solteiro,Técnico,Recife,PE,Nordeste,CD Recife,RH,Coordenador,Théo Carvalho,2021-12-14,"4,5",12792,CLT,Presencial,Não,Ativo,Não,,3,"3,33",15,Acidente,43,-14,21,3,74,30,Não,21
365,Dr. Enrico Gonçalves,Masculino,26,Solteiro,MBA,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Letícia Pastor,2021-09-14,"4,8",10790,CLT,Presencial,Não,Ativo,Não,,2,"1,34",5,Acidente,2,23,54,"3,8",73,29,Não,11
366,Dr. Kaique Melo,Masculino,32,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Last Mile,Coordenador,Léo Farias,2020-08-19,"5,9",11755,Aprendiz,Presencial,Não,Ativo,Não,,0,"1,31",15,INSS,1,9,38,"3,6",78,25,Não,18
367,Brenda Leão,Feminino,42,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Atendimento,Supervisor,Lorena Vieira,2024-09-21,"1,8",9458,CLT,Presencial,Não,Ativo,Não,,5,"2,28",5,Licença Médica,52,-9,20,"3,1",67,1,Não,17
368,Dra. Amanda Peixoto,Feminino,33,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Operações,Conferente,Julia Rezende,2025-04-30,"1,2",2713,CLT,Presencial,Não,Ativo,Não,,2,"4,72",10,INSS,50,33,17,3,64,1,Não,5
369,Heloísa Silveira,Feminino,27,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Conferente,Rhavi Cavalcante,2024-06-19,2,2270,CLT,Presencial,Não,Ativo,Não,,1,"4,85",5,Licença Médica,41,0,55,"3,2",83,2,Não,17
370,Maria Helena Casa Grande,Masculino,37,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Conferente,Isabelly Andrade,2024-02-18,"2,4",2904,CLT,Presencial,Não,Ativo,Não,,2,"2,29",0,,11,-8,37,3,69,0,Não,18
371,Brenda Correia,Feminino,18,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Transporte,Motorista,Pedro Lucas Dias,2016-03-26,"10,3",4177,CLT,Presencial,Não,Ativo,Não,,1,"0,51",0,,27,37,43,"2,5",72,14,Não,9
372,Clarice Jesus,Masculino,45,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Transporte,Motorista,Srta. Maria Sophia Montenegro,2020-10-16,"5,7",3900,CLT,Presencial,Não,Ativo,Não,,2,"3,49",2,Acidente,58,40,10,"2,7",71,25,Não,25
373,Olivia Sousa,Feminino,37,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Motorista,Srta. Cecilia Moreira,2023-08-26,"2,8",3635,CLT,Presencial,Não,Ativo,Não,,1,"0,49",0,,3,-3,32,"3,3",70,20,Não,10
374,Luan Ribeiro,Feminino,39,Viúvo,Médio,São Paulo,SP,Sudeste,CD São Paulo,Jurídico,Gerente,Valentina Garcia,2021-06-05,"5,1",22119,CLT,Presencial,Não,Ativo,Não,,3,"2,67",2,Acidente,31,40,60,"2,9",91,9,Não,5
375,Sr. Raul Nascimento,Feminino,40,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Auxiliar Operacional,Dr. João Pimenta,2017-03-29,"9,3",1958,Temporário,Presencial,Não,Ativo,Não,,2,"3,65",0,,58,34,40,"3,3",64,18,Não,29
376,Evelyn da Cruz,Feminino,31,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Supervisor,Kaique Câmara,2017-08-02,"8,9",8417,CLT,Presencial,Não,Ativo,Não,,4,"2,82",2,Licença Médica,27,16,27,"4,1",83,25,Não,16
377,João Pedro Santos,Masculino,48,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Transporte,Motorista,Samuel Dias,2025-07-19,1,3118,CLT,Presencial,Não,Inativo,Sim,Pedido de Demissão,5,"4,95",0,,23,-2,56,"3,7",61,11,Não,20
378,Marcela Novais,Masculino,41,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Last Mile,Supervisor,Sra. Laura Campos,2021-05-27,"5,1",7120,CLT,Presencial,Não,Ativo,Não,,2,"3,93",0,,33,1,27,2,100,34,Não,16
379,Ísis Garcia,Masculino,46,Casado,Superior,Recife,PE,Nordeste,CD Recife,Transporte,Analista,Manuella Vargas,2019-09-03,"6,8",6791,CLT,Remoto,Não,Ativo,Não,,1,"2,49",0,,53,-13,40,"3,9",69,11,Não,15
380,João Vitor Aparecida,Masculino,25,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Supervisor,Bruno Ferreira,2017-08-08,"8,9",10820,CLT,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,4,"2,71",10,Acidente,38,37,51,"4,6",80,12,Não,11
381,Jade Souza,Feminino,39,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Conferente,Hadassa Costa,2025-12-12,"0,6",2758,CLT,Presencial,Não,Ativo,Não,,9,"3,86",10,INSS,35,4,36,"3,5",81,26,Não,19
382,Júlia Novais,Feminino,32,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Conferente,Sra. Cecilia Caldeira,2016-03-12,"10,3",2900,CLT,Híbrido,Não,Ativo,Não,,4,"1,41",2,Licença Médica,8,34,35,"3,4",59,32,Não,30
383,Isabella da Cruz,Feminino,22,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Operações,Conferente,Vinícius Câmara,2023-03-16,"3,3",2380,CLT,Presencial,Não,Ativo,Não,,2,"2,03",2,Licença Médica,6,16,30,"2,9",77,3,Não,1
384,Isabel Aragão,Masculino,39,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Last Mile,Motorista,Noah Farias,2023-12-06,"2,6",3719,CLT,Presencial,Não,Ativo,Não,,1,"1,58",15,INSS,13,-9,58,"3,3",93,29,Não,30
385,Sra. Beatriz Rodrigues,Masculino,42,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Auxiliar Operacional,André Novaes,2019-10-19,"6,7",2568,CLT,Presencial,Não,Ativo,Não,,2,"1,43",15,Licença Médica,50,30,53,"3,7",69,34,Não,22
386,Nicolas Rezende,Feminino,31,Solteiro,MBA,Curitiba,PR,Sul,CD Curitiba,Last Mile,Supervisor,Pietra Rezende,2021-08-08,"4,9",10231,CLT,Presencial,Não,Ativo,Não,,0,"2,86",5,INSS,59,4,49,"2,7",65,31,Não,23
387,João Pedro Duarte,Feminino,23,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Auxiliar Operacional,Bento Vargas,2019-06-05,"7,1",2547,CLT,Presencial,Não,Ativo,Não,,6,"2,23",5,Licença Médica,26,3,42,"3,4",71,15,Não,7
388,Igor Nascimento,Masculino,18,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Motorista,Dra. Ana Carolina Cavalcanti,2023-02-12,"3,4",3841,CLT,Presencial,Não,Ativo,Não,,4,"6,22",5,Acidente,48,8,31,"3,4",77,12,Não,27
389,Emanuelly Andrade,Feminino,31,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Atendimento,Supervisor,Sabrina Cirino,2023-01-16,"3,5",7672,CLT,Presencial,Não,Ativo,Não,,1,"2,54",10,INSS,26,-11,38,"3,4",83,5,Não,28
390,Sra. Ana Carolina Albuquerque,Masculino,24,Divorciado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Conferente,Cauê Farias,2024-10-01,"1,7",3115,CLT,Presencial,Não,Ativo,Não,,2,"3,16",0,,16,21,57,"2,7",65,7,Não,8
391,Rafael Ramos,Masculino,29,Divorciado,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Centro de Distribuição,Auxiliar Operacional,Valentina Monteiro,2022-01-05,"4,5",2385,CLT,Presencial,Não,Ativo,Não,,3,"1,57",0,,39,23,57,"2,2",64,14,Não,28
392,Thiago Martins,Masculino,31,Divorciado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Operações,Conferente,Gael Camargo,2025-03-02,"1,3",2319,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,2,"4,48",2,Acidente,14,7,25,"2,9",79,40,Não,21
393,Sr. Raul Ramos,Feminino,38,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Francisco Albuquerque,2021-07-22,"4,9",9110,CLT,Presencial,Não,Ativo,Não,,2,"3,49",2,INSS,2,17,13,"2,7",78,23,Não,30
394,Sra. Laís Nunes,Masculino,41,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Last Mile,Motorista,Evelyn Cavalcanti,2016-11-26,"9,6",3119,CLT,Presencial,Não,Ativo,Não,,1,"2,98",15,INSS,36,2,10,"2,8",80,1,Não,25
395,Maria Luiza Lima,Feminino,45,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Atendimento,Analista,Lunna Borges,2022-12-08,"3,6",5488,CLT,Presencial,Não,Ativo,Não,,1,"2,45",2,Acidente,11,8,42,"4,4",75,37,Não,12
396,Aylla Cirino,Feminino,20,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Supervisor,Rhavi Duarte,2023-07-17,3,7097,CLT,Híbrido,Não,Ativo,Não,,4,"5,3",0,,18,13,43,"2,8",68,24,Não,28
397,André da Luz,Masculino,61,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Supervisor,Isabela Machado,2020-08-06,"5,9",7782,CLT,Presencial,Não,Ativo,Não,,1,"2,09",0,,9,34,11,4,73,2,Não,6
398,Lucas da Rosa,Masculino,38,Solteiro,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Alexia da Luz,2025-11-11,"0,6",10331,CLT,Presencial,Não,Ativo,Não,,1,"2,53",5,Licença Médica,27,12,21,"2,6",60,1,Não,26
399,Maria Cecília Sales,Masculino,46,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Operações,Conferente,Bento Rios,2024-08-27,"1,8",2285,CLT,Presencial,Não,Ativo,Não,,2,"0,72",10,INSS,2,21,28,"2,1",84,7,Não,6
400,Ravi Lucca das Neves,Feminino,38,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Auxiliar Operacional,Nathan Rodrigues,2019-04-03,"7,2",2563,CLT,Presencial,Não,Ativo,Não,,3,"1,19",15,Licença Médica,47,-7,37,"3,1",82,1,Não,24
401,Luana Sales,Feminino,24,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Juan Freitas,2023-04-24,"3,2",2074,CLT,Presencial,Não,Ativo,Não,,3,"2,3",5,Acidente,27,17,34,"2,8",75,21,Não,15
402,Hellena Câmara,Masculino,32,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Last Mile,Supervisor,Rhavi Cassiano,2022-01-14,"4,5",9534,CLT,Presencial,Não,Ativo,Não,,2,"1,89",5,Licença Médica,27,25,49,"2,8",63,13,Não,11
